Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Air temperature (F),Ta_h (C),Ta_h (F),Ta_m (C),Ta_m (F),Ta_l (C),Ta_l (F),Operative temperature (C),Operative temperature (F),Radiant temperature (C),Radiant temperature (F),Globe temperature (C),Globe temperature (F),Tg_h (C),Tg_h (F),Tg_m (C),Tg_m (F),Tg_l (C),Tg_l (F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C),Outdoor monthly air temperature (F),Database
"de Dear, R. J. and A. Auliciems (1985) ""Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies."" ASHRAE Trans., V. 91(2), pp. 452- 468.",Richard de Dear,1983.0,Summer,Cfb,Oceanic,Melbourne,Australia,Office,Naturally Ventilated,,,31.0,Male,1.3,,cooler,,,,1.42,46.44,29.17,0.59,1.08,1.075085324,1.075085324,1.075085324,1.075085324,28.9,84.0,,,28.9,84.0,,,29.5,85.1,30.1,86.3,29.6,85.3,,,29.6,85.3,,,39.1,,,0.06,11.81,,,0.06,11.81,,,,,,,,,,,,Database 1
"Zhang, Y., Chen, H., & Meng, Q. (2013). Thermal comfort in buildings with split air-conditioners in hot-humid area of China. Building and Environment, 64, 213-224.",Yufeng Zhang,2005.0,Autumn,Cfa,Humid subtropical,Guangzhou,China,Others,Mixed Mode,Unknown,,,,0.0,1.0,,,,5.0,-0.8,17.0,22.52,0.46,1.2,,,,,22.7,72.9,23.3,73.9,22.7,72.9,22.1,71.8,,,22.8,73.0,,,23.3,73.9,22.8,73.0,22.2,72.0,44.2,,,0.11,21.65,0.06,11.82,0.07,13.79,0.2,39.4,,,,,,,,24.0,75.0,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Brazil,Office,Air Conditioned,,,56.0,Female,0.0,1.0,no change,1.0,no change,,,,,1.04,1.0,,,,,23.1,73.5,,,,,,,,,,,,,,,,,,,65.1,,,0.1,19.69,,,,,,,167.0,65.0,,,0.0,,,19.0,66.2,Database 2
"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",Shivraj Dhaka and Jyotirmay Mathur,2011.0,Spring,BSh,Hot semi-arid,Jaipur,India,Office,Air Conditioned,,,58.0,Male,1.0,,cooler,,,5.0,,,,0.57,1.2,,,,,28.6,83.4,,,,,,,,,,,,,,,,,,,33.5,drier,-1.0,0.08,15.75,,,,,,,162.6,67.0,1.0,1.0,,1.0,,38.0,100.4,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,3.0,0.0,cooler,,,,0.3,7.0,26.32,0.56,1.7,,,,,22.9,73.2,,,,,,,,,,,,,22.2,72.0,,,23.2,73.7,40.7,,,0.05,9.84,,,,,,,,,,,,,,4.0,39.0,Database 2
"Bae C., Lee H., Chun C. Predicting indoor thermal sensation for the elderly in welfare centres in Korea using local skin temperatures. Indoor and Built Environment 26 (2017), 1155-1167.",Chungyoon Chun,2009.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,South Korea,Senior center,Mixed Mode,Unknown,,76.0,Female,0.0,,,,,,,,,0.37,,,,,,27.4,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,55.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,-1.0,1.0,warmer,,,,,,,0.62,1.3,,,,,,,,,,,,,,,,,,,20.2,68.4,,,,,,,,,,,,,,,,,,,,,,,4.0,39.0,Database 2
Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Thailand,Office,Naturally Ventilated,,,32.0,Female,1.0,,cooler,,,,1.28,39.46,30.61,0.57,1.1,,,,,28.3,82.9,,,28.3,82.9,,,28.6,83.4,28.9,83.9,,,,,,,,,81.9,,,0.19,37.4,,,0.19,37.4,,,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,2.0,1.0,no change,,,,0.7,15.0,29.17,1.26,1.3,,,,,23.7,74.7,,,,,,,,,,,,,23.9,75.0,,,25.0,77.0,21.9,,,0.17,33.46,,,,,,,,,,,,,,4.0,39.0,Database 2
"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Slovakia,Multifamily housing,Naturally Ventilated,,Mechanical Heating,,Male,0.0,1.0,no change,,,,,,,,,,,,,20.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,38.1,Database 2
,Shahin Heidari,2014.0,Summer,BWh,Hot desert,Bandar Abbas,Iran,Multifamily housing,Naturally Ventilated,,,15.0,,0.0,,no change,,,,,,,0.77,1.0,,,,,28.4,83.1,,,,,,,28.9,84.0,,,,,,,,,,,55.0,,,0.18,35.4,,,,,,,,,,0.0,0.0,,,31.9,89.3,Database 2
"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1997.0,Winter,BSh,Hot semi-arid,Sfax,Tunisia,Office,Naturally Ventilated,,,,,0.0,,,,,5.0,-0.9,23.0,21.5,0.78,1.3,1.2,,1.6,,18.7,65.7,,,18.7,65.7,,,18.8,65.8,,,,,,,18.9,66.0,,,70.0,,,0.25,49.48,,,0.25,49.52,,,,,0.0,,,,0.0,13.0,55.4,Database 2
"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",Shivraj Dhaka and Jyotirmay Mathur,2011.0,Spring,BSh,Hot semi-arid,Jaipur,India,Office,Mixed Mode,Naturally Ventilated,,27.0,Male,1.0,,cooler,,,4.0,,,,0.49,1.2,,,,,32.9,91.1,,,,,,,,,,,,,,,,,,,27.5,more humid,1.0,0.68,133.86,,,,,,,167.6,58.0,,1.0,,,,40.1,104.1,Database 2
"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Canada,Office,Air Conditioned,,,45.0,Female,0.0,,no change,,,,,,,0.79,,,,,,22.3,72.1,,,22.3,72.1,,,,,,,,,,,,,,,21.4,,,,,,,,,,,,,,,,,,,,Database 1
"Candido, C.M., 2010. Indoor air movement acceptability and thermal comfort in hot-humid climates.","Candido, Christhina Maria",2010.0,Winter,Am,Tropical monsoon,Maceio,Brazil,Classroom,Naturally Ventilated,,,18.0,Female,1.0,,cooler,1.0,no change,,-0.1,5.0,24.43,0.5,1.2,,,,,25.7,78.2,,,,,,,25.7,78.2,,,,,26.5,79.7,,,,,57.2,,,0.31,60.24,,,,,,,158.0,57.0,,0.0,,,,25.0,77.0,Database 2
"Wang, Z., Li, A., Ren, J. and He, Y., 2014. Thermal adaptation and thermal environment in university classrooms and offices in Harbin. Energy and Buildings, 77, pp.192-196.",Zhaojun Wang,2011.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,China,Classroom,,,Mechanical Heating,23.0,Male,0.0,,no change,,more,,,,,1.12,,,,,,21.2,70.2,21.2,70.2,21.2,70.2,21.2,70.2,,,,,,,,,,,,,29.7,drier,-1.0,0.12,22.97,0.12,23.62,0.1,19.69,0.13,25.59,,,,,,,,-9.0,15.8,Database 2
"Jin, L., Meng, Q., Zhao, L., Zhang, Y., & Chen, L. (2013). Indoor environment and thermal comfort in rural houses in east Guangdong of China. J Civ Archit Environ Eng, 35(2), 105e12.",Yufeng Zhang,2011.0,Summer,Cfa,Humid subtropical,Chaozhou,China,Multifamily housing,Naturally Ventilated,,,,,0.0,,,,,3.0,,,,0.31,,,,,,29.5,85.1,,,,,,,,,29.9,85.8,,,,,,,,,,,,0.29,57.09,,,,,,,,,,,,,,11.0,51.8,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Summer,BSh,Hot semi-arid,Ahmedabad,India,Office,Mixed Mode,Air Conditioned,,45.0,Male,1.0,0.0,no change,,more,5.0,0.8,19.0,28.47,0.68,1.3,,,,,25.6,78.1,25.6,78.1,,,,,,,,,,,26.1,79.0,,,,,46.6,,,0.08,14.76,0.08,14.76,,,,,167.6,63.0,,,,,1.0,29.5,85.1,Database 2
"Kwon S.-H., Chun C., Kwak R.-Y. Relationship between quality of building maintenance management services for indoor environmental quality and occupant satisfaction, Building and Environment 46(11) (2011), 2179-2185.",Chungyoon Chun,2007.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,South Korea,Office,Mixed Mode,Air Conditioned,Mechanical Heating,32.0,Male,1.0,0.0,,,,,,,,0.7,,,,,,28.4,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,13.0,55.4,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,0.0,1.0,no change,,,,0.1,5.0,25.72,0.72,1.2,,,,,23.5,74.3,,,,,,,,,,,,,24.0,75.2,,,26.0,78.8,22.6,,,0.04,7.87,,,,,,,,,,,,,,4.0,39.0,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Brazil,Classroom,Mixed Mode,Air Conditioned,,26.0,Female,0.0,1.0,,1.0,more,,,,,0.44,1.2,,,,,27.4,81.3,,,,,,,,,,,,,,,,,,,55.0,,,0.3,59.06,,,,,,,170.0,55.0,,,1.0,,,23.0,73.4,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,2.0,1.0,cooler,,,,0.1,5.0,25.86,0.75,1.2,,,,,24.0,75.1,,,,,,,,,,,,,24.6,76.3,,,24.0,75.3,26.8,,,0.1,19.69,,,,,,,,,,,,,,16.0,61.0,Database 2
"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Winter,BSh,Hot semi-arid,Sfax,Tunisia,Multifamily housing,Naturally Ventilated,,,,,0.0,,,,,5.0,-0.3,7.0,23.76,0.78,1.6,1.6,,1.6,,19.1,66.4,,,19.1,66.4,,,19.1,66.5,,,,,,,19.2,66.6,,,65.0,,,0.26,50.87,,,0.26,50.91,,,,,0.0,,,,1.0,13.0,55.4,Database 2
"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Spring,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,23.0,Male,3.0,,cooler,,more,,,,,,,,,,,28.0,82.4,,,,,,,,,,,,,,,,,,,51.0,more humid,2.0,0.0,0.0,,,,,,,,,,,,,,37.8,100.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,-3.0,0.0,warmer,,,,0.6,12.0,29.04,1.33,1.4,,,,,21.7,71.0,,,,,,,,,,,,,21.8,71.3,,,,,35.5,,,0.06,11.81,,,,,,,,,,,,,,4.0,39.0,Database 2
"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",Ruth Williams,1994.0,Autumn,Cfb,Temperate oceanic,Chester,UK,Office,Naturally Ventilated,,,,,-1.0,1.0,,,,,-1.35,42.73,20.54,0.38,1.19,,,,,21.6,70.8,,,21.6,70.8,,,21.4,70.6,21.3,70.4,,,,,,,,,47.8,,,0.05,9.84,,,0.05,9.84,,,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,1.0,1.0,no change,,,,-0.5,11.0,23.2,0.57,1.2,,,,,21.8,71.3,,,,,,,,,,,,,22.4,72.3,,,22.5,72.5,52.7,,,0.04,7.87,,,,,,,,,,,,,,4.0,39.0,Database 2
Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Thailand,Office,Naturally Ventilated,,,34.0,Female,-1.0,,warmer,,,,1.51,51.55,30.78,0.34,1.1,,,,,29.6,85.3,,,29.6,85.3,,,29.9,85.9,30.3,86.5,,,,,,,,,76.1,,,0.15,29.53,,,0.15,29.53,,,,,,,,,,,,Database 1
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,London,UK,Others,Mixed Mode,Unknown,Mechanical Heating,,Female,1.0,,no change,,no change,,0.2,6.0,26.09,0.75,1.2,,,,,23.4,74.2,,,,,,,,,24.4,75.9,24.0,75.2,,,,,,,44.6,no change,0.0,0.09,17.72,,,,,,,,,,,,,,8.4,47.1,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,1.0,1.0,cooler,,,,0.2,6.0,26.23,0.63,1.3,,,,,24.4,75.9,,,,,,,,,,,,,24.4,75.9,,,24.6,76.3,67.7,,,0.19,37.4,,,,,,,,,,,,,,4.0,39.0,Database 2
"Kwok, A.G. ""Thermal Comfort in Tropical Classrooms."" ASHRAE Trans., V. 104 (1), 1998.",Alison Kwok,1995.0,Autumn,As,Tropical dry savanna,Honolulu,USA,Classroom,Naturally Ventilated,,,15.0,Male,1.0,1.0,cooler,,more,4,,,,0.35,1.2,,,,,,,28.6,83.5,,,,,28.5,83.3,,,28.4,83.1,28.4,83.1,,,,,58.4,,,,,0.35,69.43,,,,,,,,,,,,,,Database 1
"Honnekeri, A. Pigman, M. C. Zhang, H. Arens, E. Fountain, M. Zhai, Y. Dutton, S. Use of adaptive actions and thermal comfort in a naturally ventilated office, Proceedings of the 13th International Conference Indoor Air (2014) Hong Kong.",Anoop Honnekeri,2012.0,Winter,Csc,Cool-summer Mediterranean,Alameda,USA,Office,Naturally Ventilated,,,,,-0.1,1.0,no change,1.0,no change,,,,,0.58,,,,,,22.2,71.9,22.2,71.9,,,,,,,,,,,,,,,,,32.8,,,,,,,,,,,,,,1.0,,,0.0,7.8,46.0,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Summer,Aw,Tropical wet savanna,Bangalore,India,Office,Air Conditioned,,,25.0,Female,0.0,1.0,no change,,no change,6.0,-0.4,8.0,24.16,0.63,1.1,,,,,23.7,74.7,23.7,74.7,,,,,,,,,,,23.7,74.7,,,,,46.7,,,0.12,23.62,0.12,23.62,,,,,162.6,63.0,,0.0,,,1.0,30.8,87.4,Database 2
"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1994.0,Winter,BWh,Hot desert,Quetta,Pakistan,,Naturally Ventilated,,,58.0,Male,0.0,,no change,,,,-3.0,99.12,16.37,0.73,0.77,,,,,17.0,62.6,,,17.0,62.6,,,16.9,62.4,16.8,62.2,16.8,62.2,,,16.8,62.2,,,44.8,,,0.02,3.73,,,0.02,3.73,,,,,,,,,,,,Database 1
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Summer,Cwb,Subtropical highland,Shimla,India,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,55.0,Male,0.0,1.0,no change,,no change,6.0,1.1,31.0,31.0,0.86,1.6,,,,,26.2,79.2,26.2,79.2,,,,,,,,,,,25.8,78.4,,,,,42.7,,,0.11,20.67,0.11,20.67,,,,,162.6,56.0,,,1.0,,,18.5,65.3,Database 2
"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",Gail Schiller,1987.0,Winter,Csc,Cool-summer mediterranean,San Francisco,USA,Office,Air Conditioned,,,,Female,0.0,,no change,,,5,-0.18,5.66,25.05,1.09,1.0,,,,,21.9,71.5,22.6,72.7,21.7,71.1,21.5,70.7,22.1,71.8,22.3,72.1,22.1,71.8,22.6,72.7,22.2,72.0,21.5,70.7,45.8,,,0.03,5.91,0.05,9.84,0.01,1.97,0.03,5.91,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,1.0,1.0,no change,,,,0.4,8.0,27.31,1.0,1.5,,,,,21.9,71.4,,,,,,,,,,,,,22.4,72.3,,,21.4,70.5,26.3,,,0.01,1.97,,,,,,,,,,,,,,4.0,39.0,Database 2
"Candido, C.M., 2010. Indoor air movement acceptability and thermal comfort in hot-humid climates.","Candido, Christhina Maria",2010.0,Winter,Am,Tropical monsoon,Maceio,Brazil,Classroom,Naturally Ventilated,,,25.0,Female,0.0,,no change,1.0,more,,-0.5,10.0,23.2,0.3,1.2,,,,,24.2,75.6,,,,,,,24.2,75.6,,,,,26.5,79.7,,,,,71.6,,,0.11,22.11,,,,,,,154.0,47.0,,0.0,,,,25.0,77.0,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Autumn,Aw,Tropical wet savanna,Chennai,India,Office,Mixed Mode,Air Conditioned,,,Male,-1.0,0.0,no change,,more,,1.1,28.0,28.8,0.62,1.2,,,,,27.4,81.3,,,,,,,,,,,,,27.6,81.7,,,,,49.0,,,0.03,5.91,,,,,,,,65.0,,,0.0,0.0,,29.7,85.5,Database 2
"Bae C., Lee H., Chun C. Predicting indoor thermal sensation for the elderly in welfare centres in Korea using local skin temperatures. Indoor and Built Environment 26 (2017), 1155-1167.",Chungyoon Chun,2009.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,South Korea,Senior center,Mixed Mode,Unknown,,70.0,Female,-1.0,,,,,,,,,0.78,,,,,,22.7,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,55.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,1.0,0.0,cooler,,,,-0.5,11.0,22.76,0.62,1.2,,,,,22.9,73.2,,,,,,,,,,,,,21.3,70.3,,,21.7,71.0,68.8,,,0.04,7.87,,,,,,,,,,,,,,4.0,39.0,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,France,Classroom,Naturally Ventilated,,Mechanical Heating,,Male,0.0,,no change,,no change,,1.1,30.0,29.47,0.48,1.9,,,,,25.1,77.2,,,,,,,,,26.7,80.1,26.1,79.0,,,,,,,33.1,no change,0.0,0.1,19.69,,,,,,,,,,,,,,13.4,56.2,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,-2.0,0.0,warmer,,,,-0.1,5.0,26.02,1.3,1.2,,,,,20.9,69.6,,,,,,,,,,,,,21.0,69.8,,,19.6,67.3,28.0,,,0.13,25.59,,,,,,,,,,,,,,4.0,39.0,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Spring,Aw,Tropical wet savanna,Chennai,India,Office,Mixed Mode,Air Conditioned,,,Female,-2.0,1.0,cooler,,more,,0.2,6.0,26.16,0.84,1.0,,,,,25.5,77.9,,,,,,,,,,,,,25.3,77.5,,,,,47.0,,,0.17,33.46,,,,,,,,55.0,,,0.0,0.0,,30.4,86.7,Database 2
"Honnekeri, A. Pigman, M. C. Zhang, H. Arens, E. Fountain, M. Zhai, Y. Dutton, S. Use of adaptive actions and thermal comfort in a naturally ventilated office, Proceedings of the 13th International Conference Indoor Air (2014) Hong Kong.",Anoop Honnekeri,2012.0,Spring,Csc,Cool-summer Mediterranean,Alameda,USA,Office,Naturally Ventilated,,,,,0.0,1.0,no change,1.0,no change,,,,,0.75,,,,,,24.0,75.1,24.0,75.1,,,,,,,,,,,,,,,,,35.7,,,,,,,,,,,,,,1.0,,,0.0,16.7,62.1,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,0.0,1.0,no change,,,,,,,0.63,1.1,,,,,22.7,72.8,,,,,,,,,,,,,23.2,73.8,,,23.8,74.9,17.9,,,,,,,,,,,,,,,,,,16.0,61.0,Database 2
"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1994.0,Winter,BWh,Hot desert,Karachi,Pakistan,,Naturally Ventilated,,,38.0,Male,-1.0,,warmer,,,,-0.81,18.68,23.94,1.04,0.89,,,,,21.9,71.4,,,21.9,71.4,,,21.8,71.2,21.7,71.1,21.7,71.1,,,21.7,71.1,,,54.6,,,0.0,0.4,,,0.0,0.4,,,,,,,,,,,,Database 1
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csa,Hot-summer Mediterranean,Athens,Greece,Classroom,Air Conditioned,,Mechanical Heating,,Female,1.0,,no change,,no change,,0.8,18.0,28.28,0.88,1.2,,,,,25.4,77.7,,,,,,,,,26.7,80.1,26.4,79.5,,,,,,,33.9,no change,1.0,0.0,0.0,,,,,,,,,,,,,,,,Database 2
"Teli, D., Jentsch, M. F., & James, P. A. (2012). Naturally ventilated classrooms: An assessment of existing comfort models for predicting the thermal sensation and preference of primary school children. Energy and Buildings, 53, 166-182.",Despoina Teli,2011.0,Spring,Dfb,Warm-summer humid continental,Hampshire,UK,Classroom,Naturally Ventilated,,,,,3.0,,,,,,-0.4,9.0,23.85,0.6,1.2,,,,,22.2,71.9,,,,,,,22.6,72.7,23.1,73.5,,,,,,,,,57.3,,,0.12,23.23,,,,,,,,,,,,,,13.2,55.8,Database 2
"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",Shivraj Dhaka and Jyotirmay Mathur,2011.0,Spring,BSh,Hot semi-arid,Jaipur,India,Office,Mixed Mode,Air Conditioned,,37.0,Male,-1.0,,no change,,no change,5.0,,,,0.57,1.2,,,,,23.2,73.8,,,,,,,,,,,,,,,,,,,44.8,no change,0.0,0.45,88.58,,,,,,,180.3,90.0,1.0,0.0,0.0,0.0,,40.2,104.3,Database 2
